zip,nevi,score_demo,score_economic,score_residential,score_healthstatus
10001,0.310226426643137,0.280352760958733,0.351254428831582,0.381321610080708,0.227976906701523
10002,0.417790112825533,0.33478015499564,0.508789509058365,0.368171231482717,0.45941955576541
10003,0.303344354206562,0.2358820810205,0.328558623263644,0.444403585046986,0.204533127495117
10004,0.252829184191852,0.196342195122536,0.249319078966519,0.408177062718743,0.157478399959611
10005,0.291874692102502,0.206067605682556,0.256598623787296,0.518095285057959,0.186737253882198
10006,0.2720635869906,0.211643062209168,0.260347494982304,0.46345641485857,0.152807375912356
10007,0.224061375141998,0.176478008197578,0.219434228223563,0.344170606121645,0.156162658025206
10009,0.345450020631165,0.301167053768255,0.388544047453965,0.387747354180148,0.30434162712229
10010,0.286532696887783,0.229258431490181,0.303796034548515,0.41506195645052,0.198014365061914
10011,0.303999176196546,0.270429790703412,0.324706692318129,0.417593356685165,0.203266865079478
10012,0.308907860086003,0.257440446968898,0.345881278899994,0.432496206347364,0.199813508127756
10013,0.307286642905271,0.220930515158245,0.35012559699152,0.398031624489796,0.260058834981523
10014,0.280529144864557,0.247352013787089,0.306849412122431,0.403244987532797,0.164670166015909
10016,0.285908678153549,0.240176483027531,0.301218083675076,0.420460746041249,0.18177939987034
10017,0.284290248235654,0.259123372475226,0.287124820212863,0.434964601469796,0.15594819878473
10018,0.285451664806594,0.249628531829866,0.324460866325149,0.336818380998213,0.230898880073147
10019,0.323043506351442,0.287803751841753,0.355787484555957,0.425346255760812,0.223236533247245
10021,0.27840562878187,0.263940953313839,0.270794920788759,0.438525877571967,0.140360763452916
10022,0.27399070473414,0.258708856177072,0.280141848080394,0.426940123067701,0.130171991611393
10023,0.287486085064401,0.275212275367562,0.302085320879293,0.415408323265642,0.157238420745107
10024,0.290699998438956,0.252118131869951,0.303422378533188,0.441258748790356,0.166000734562331
10025,0.334813412335606,0.282283047236488,0.375587080381143,0.435018445390205,0.246365076334588
10026,0.383263717597081,0.322905462724187,0.438245510376333,0.386844033005114,0.385059864282689
10027,0.38930995598913,0.325256403743008,0.444327157582675,0.389176635376681,0.398479627254155
10028,0.27672731844377,0.24646546617451,0.286350056379093,0.432843438313784,0.141250312907691
10029,0.439994623295767,0.367099573107026,0.527804209201998,0.371261902134206,0.493812808739838
10030,0.425692244927234,0.375340112804442,0.494597899553984,0.387378276639094,0.445452690711414
10031,0.42085215152878,0.339918329126577,0.475858573930093,0.409967183058785,0.457664519999666
10032,0.439786872105496,0.352888023862783,0.495645005858701,0.436462175928216,0.474152282772285
10033,0.413616383179957,0.354078660698928,0.441770504184365,0.441127250239106,0.417489117597427
10034,0.416280441710913,0.355336033953477,0.439156280397818,0.432194006354565,0.438435446137792
10035,0.450820817017586,0.37678487507309,0.551904565203748,0.33225894107082,0.542334886722686
10036,0.330856569262468,0.321809365675074,0.373595866092333,0.373840960099557,0.254180085182908
10037,0.385953996192692,0.368020956755668,0.445176923507746,0.35557104581442,0.375047058692934
10038,0.332138426355746,0.256776246891295,0.37005665455406,0.407314698707541,0.294406105270085
10039,0.420575247300198,0.390362784046152,0.51130925156646,0.352844907323753,0.427784046264428
10040,0.427078834580284,0.364083368117552,0.468434685117551,0.444251153223563,0.431546131862471
10044,0.305086318371589,0.250760488763795,0.339062437606691,0.386297750610552,0.244224596505316
10065,0.275279434898836,0.251559422883343,0.272441907147073,0.437201888394326,0.139914521170601
10069,0.300358447183437,0.311343403603954,0.31654441147585,0.378242417435976,0.195303556217967
10075,0.279592682952067,0.260453480407306,0.277121604326938,0.434115250151793,0.146680396922232
10128,0.290549500039591,0.265068009007141,0.295238277661332,0.428315858998367,0.173575854491522
10162,0.278348251255435,0.263307541654876,0.253807400023489,0.44028199224347,0.155996071099906
10280,0.248534507463894,0.242624138909254,0.243459857651104,0.370302717643322,0.137751315651898
10282,0.233778132324153,0.232082183788494,0.208329637786158,0.331317128161449,0.163383579560512
10301,0.329294655633372,0.282139213223417,0.331171157171116,0.298391194255945,0.405477057883011
10302,0.316388336646804,0.230750183827866,0.317631412144046,0.262246564997034,0.45492518561827
10303,0.329380186154858,0.265670434556918,0.347640236787398,0.22994826692699,0.474261806348128
10304,0.342611886941333,0.304752247576666,0.371839061584606,0.257101337728563,0.436754900875499
10305,0.283496792508141,0.233530895343332,0.288219735633726,0.229295564633934,0.382940974421573
10306,0.256263877716078,0.22139764568937,0.252972161302907,0.199145131721956,0.351540572150079
10307,0.214711906684836,0.167502940934569,0.230386345981177,0.140166904008823,0.320791435814777
10308,0.224581477102618,0.195702260390191,0.20692299747328,0.186450242007204,0.309250408539798
10309,0.21368393992885,0.186371531970018,0.201095550244225,0.134657964740504,0.332610712760651
10310,0.310134083479013,0.26905904064702,0.308214968599566,0.244861904403849,0.418400420265618
10312,0.221040385879168,0.192795165469291,0.210926890282416,0.164469065146891,0.315970422618074
10314,0.246241224329386,0.202474633036799,0.23915763613246,0.203947934760045,0.339384693388241
10451,0.442707346129913,0.393411017136407,0.537382576037108,0.330310026769307,0.509725764576829
10452,0.480649041106616,0.412932380824244,0.547086380046813,0.398943936549336,0.563633467006068
10453,0.488271171370065,0.415763412447289,0.560609129128102,0.402100984322292,0.574611159582576
10454,0.498618459033155,0.411011043039533,0.594941022457478,0.349144468089209,0.6393773025464
10455,0.472753328217241,0.406253630336058,0.573564282256489,0.335859667732118,0.575335732544301
10456,0.483117014972,0.408718453503056,0.581406792078511,0.377323654161942,0.56501916014449
10457,0.49023792932532,0.429314201312325,0.561387951773698,0.39413248891455,0.576117075300706
10458,0.48294858984436,0.409687487747197,0.560654492889894,0.429369587304099,0.532082791436251
10459,0.454599288508912,0.399626427434006,0.541477106991625,0.318928138964862,0.558365480645157
10460,0.464081850751099,0.404827990546173,0.546205557061937,0.335756404079188,0.569537451317096
10461,0.328513596741259,0.289165680007298,0.35878468026221,0.319557529761582,0.346546496933944
10462,0.371454056701461,0.326189151191908,0.400563518995739,0.375159031172504,0.383904525445692
10463,0.334364912746611,0.327450571222456,0.354457429490421,0.35411129807525,0.301440352198318
10464,0.256720964725341,0.322725449148316,0.246501688256019,0.255946041918808,0.201710679578222
10465,0.292001817879692,0.287647368158006,0.309529209380412,0.244756893143422,0.326073800836928
10466,0.369786367323484,0.346807077158864,0.403502362364561,0.318562589122021,0.410273440648491
10467,0.425992193973344,0.367159450612674,0.478252869319567,0.390317942383088,0.468238513578047
10468,0.459907372426121,0.386340806734751,0.531344103658035,0.421272213029521,0.500672366282177
10469,0.329904303854488,0.322971479149103,0.353838472280588,0.280936536711375,0.361870727276887
10470,0.306166101043554,0.28791580174881,0.308006305004328,0.315500726769569,0.313241570651511
10471,0.255883526772167,0.273289098031477,0.246719662665743,0.315261591426588,0.188263754964858
10472,0.461233311902864,0.38728293802816,0.531444088488352,0.361609072998675,0.564597148096267
10473,0.380209382193016,0.387678545028398,0.4292754440276,0.264907017999723,0.438976521716341
10474,0.485293244987118,0.419537143889659,0.554380924213385,0.372060962273622,0.595193949571805
10475,0.347611001150795,0.458966901978945,0.327968302053722,0.289454280885853,0.31405451968466
11001,0.247695820526852,0.203404992762799,0.263506844561491,0.190917877531288,0.332953567251828
11004,0.225964264086476,0.221232632865002,0.192132998010526,0.216478569550563,0.274012855919813
11040,0.226802431808979,0.229794345661629,0.199227491821692,0.213642833027446,0.264545056725149
11101,0.346094032460537,0.264106035056625,0.370585016923809,0.3800250770202,0.369660000841515
11102,0.340580463401888,0.250387361485058,0.358755791855643,0.386740589383,0.36643811088385
11103,0.323050113463575,0.237242373914908,0.346295785853179,0.37905565978204,0.329606634304174
11104,0.334298752984499,0.257817243526816,0.338541684192376,0.38772256861798,0.353113515600822
11105,0.294109959077579,0.224165283283932,0.293526216651623,0.34260452775735,0.316143808617412
11106,0.33294846764575,0.276020208216222,0.348135811888,0.367540192224156,0.340097658254621
11109,0.248479520127793,0.233813612901043,0.221254385647767,0.331455334050696,0.207394747911664
11201,0.278995821581381,0.238755535655369,0.298681700446462,0.372429364161339,0.206116686062353
11203,0.348146992636237,0.333375424862063,0.368290412623841,0.318890424575091,0.372031708483953
11204,0.361932637924419,0.253237582540134,0.403384994747203,0.363477737219247,0.427630237191092
11205,0.360863950547138,0.276932988077884,0.402920973799528,0.370979649229684,0.392622191081458
11206,0.40230093079797,0.317739803961992,0.467662990615253,0.335407817065028,0.488393111549607
11207,0.409157696711437,0.354001504339369,0.472989393238943,0.323834905384899,0.485804983882537
11208,0.399515397253823,0.333887260946652,0.440351016294867,0.338147127804062,0.485676183969711
11209,0.29202224224961,0.238445491759782,0.298062725438807,0.352962190165872,0.278618561633981
11210,0.320346952288606,0.28720921092722,0.331436270649527,0.341526522374352,0.321215805203325
11211,0.32809591855706,0.234733963118397,0.381080823012185,0.340011739550828,0.356557148546829
11212,0.452535367466859,0.406823100668708,0.552024542751974,0.336617325239962,0.514676501206791
11213,0.387242679019614,0.32730943769541,0.439860988482429,0.373014358592446,0.408785931308172
11214,0.348909482850439,0.281217239440182,0.384468509776215,0.35143325180976,0.3785189303756
11215,0.250689540135325,0.204948310962145,0.253741804348142,0.357393623875322,0.186674421355693
11216,0.343511208252152,0.278550483117144,0.390682133712554,0.375833747966902,0.328978468212007
11217,0.294720646748904,0.237870923881505,0.335703796868647,0.363835173066407,0.241472693179057
11218,0.321682388273055,0.244801542072697,0.34320341217934,0.355262794263247,0.343461804576936
11219,0.407417477236575,0.238032495711096,0.453452490842999,0.391374070684146,0.546810851708058
11220,0.432672847151922,0.290876783423432,0.510149130878466,0.387396507815107,0.542268966490682
11221,0.382392303347113,0.32177248270013,0.42746209443357,0.354297652283322,0.426036983971431
11222,0.284515049651737,0.218186862523723,0.313371288131114,0.342182208806051,0.26431983914606
11223,0.344574893944324,0.273874649979654,0.384489844805469,0.340467698857862,0.379467382134311
11224,0.380796001703597,0.384576309106922,0.435869287282803,0.310742018874111,0.391996391550553
11225,0.352358332092135,0.301660361935266,0.395739863568392,0.370630805828666,0.341402297036215
11226,0.379328279320679,0.322503704777993,0.400267609045712,0.404859225052371,0.389682578406639
11228,0.300532311386672,0.237258331616913,0.314059139678304,0.313628116118528,0.337183658132942
11229,0.306884129268871,0.258003939168577,0.326394284329423,0.328915003628722,0.314223289948761
11230,0.333009805285874,0.26463372526814,0.364631963910777,0.353088704943006,0.349684827021573
11231,0.301302856405924,0.270533090421484,0.319959108921538,0.346734360237213,0.267984866043463
11232,0.380788674328716,0.273585011607911,0.441691405030725,0.363633976835253,0.444244303840973
11233,0.394691952003301,0.35913166843562,0.446239775140225,0.326070171596215,0.447326192841142
11234,0.261363959552063,0.238983011065811,0.259231378505992,0.261869621366705,0.285371827269745
11235,0.325375622849325,0.301588589579236,0.356763797435138,0.347888837493483,0.295261266889443
11236,0.319539435705772,0.314019057139893,0.331115335222358,0.282442835953642,0.350580514507195
11237,0.410009689456052,0.309093808227968,0.480241246641438,0.375046885865348,0.475656817089451
11238,0.300949206209731,0.248977360096905,0.333127453192372,0.370341258014597,0.251350753535052
11239,0.385230421900743,0.444639849480961,0.416058368648825,0.245638899519935,0.434584569953252
11354,0.383065316363218,0.30721170062417,0.417404513280492,0.32713253862037,0.480512512927838
11355,0.405909261813375,0.286459074807051,0.449595934103707,0.369887691417646,0.517694346925097
11356,0.314107580461903,0.239518603867579,0.319379623276736,0.261032768603091,0.436499326100207
11357,0.249788479539372,0.219257046956459,0.248643032333981,0.231281639168552,0.299972199698495
11358,0.283696259527615,0.22162058579844,0.302713582991791,0.248687138817344,0.361763730502884
11360,0.241444051368084,0.259812836752429,0.224540782969622,0.262761257889134,0.218661327861152
11361,0.252348186124096,0.218948441460917,0.23152924593796,0.26587798756113,0.293037069536377
11362,0.227963208556154,0.217022070241563,0.210777363140129,0.220213959114325,0.263839441728598
11363,0.215298707731024,0.194466583763916,0.211951373746175,0.223351741604544,0.231425131809459
11364,0.250755731537363,0.236329308917831,0.235704666215157,0.243382126667792,0.287606824348674
11365,0.292121978781767,0.259427864262947,0.296398451388929,0.272578526430919,0.34008307304427
11366,0.257124292402226,0.201135218633082,0.266055798630689,0.240036618474997,0.321269533870138
11367,0.30718614102852,0.252322714989331,0.306805356940149,0.31136332865752,0.358253163527079
11368,0.450923498264823,0.343570377073242,0.482691157104116,0.390115521201237,0.587316937680696
11369,0.381362000043892,0.296590963936694,0.36960804771556,0.358938182266476,0.50031080625684
11370,0.330683913151576,0.250954692393914,0.336099546300604,0.335597246328306,0.400084167583479
11371,0.355691276515003,0.267355415522375,0.370217218614064,0.295163665644781,0.490028806278791
11372,0.379161619288179,0.312828165417582,0.395331584792705,0.383367877521852,0.425118849420576
11373,0.391504293202768,0.29173373821267,0.417187539841392,0.386823715576649,0.470272179180361
11374,0.312036511353035,0.296071713074379,0.303064766769963,0.352245857838203,0.296763707729596
11375,0.272469862710289,0.257357075825098,0.255522323445867,0.349958632661235,0.227041418908954
11377,0.355319512086878,0.280528947212642,0.371202726637629,0.33839930787448,0.431147066622762
11378,0.306587628851271,0.246164865475435,0.31006121936418,0.297231895166392,0.372892535399078
11379,0.269928474840719,0.214674118030564,0.262912056997241,0.283739921862743,0.31838780247233
11385,0.330512586477758,0.255958601161816,0.338464198478065,0.322858258090149,0.404769288181001
11411,0.2488553119208,0.262948204319418,0.235229825621465,0.19881680942908,0.298426408313238
11412,0.293466399336997,0.286475310920204,0.294204299120562,0.229517129652346,0.363668857654875
11413,0.281080737994075,0.299948960000338,0.260503498001724,0.222642830978417,0.341227662995821
11414,0.268586992362123,0.250600979837674,0.268350824483284,0.216191975122313,0.339204190005219
11415,0.299815394842151,0.252546781101027,0.290133296364928,0.356867539715687,0.299713962186961
11416,0.352910638242144,0.256806877507064,0.368221809880273,0.312972653356088,0.473641212225151
11417,0.322166069675244,0.245357064411004,0.318363443787611,0.292777700671689,0.432166069830672
11418,0.345991471375771,0.270977028166378,0.347977155950487,0.332213894076643,0.432797807309574
11419,0.348123446609062,0.242098824817928,0.367185612070472,0.294133071315079,0.489076278232771
11420,0.32325752768827,0.251178543291893,0.330743695146865,0.251991659053657,0.459116213260663
11421,0.340144278479614,0.266930748186643,0.34524116754139,0.319993356114355,0.428411842076066
11422,0.275146146018874,0.285709709532222,0.265588385413892,0.209564117624532,0.33972237150485
11423,0.310876015359816,0.271969920343995,0.317842623767218,0.271493369854321,0.382198147473729
11426,0.258620420116706,0.212785677433377,0.251023183198001,0.235153870737556,0.335518949097891
11427,0.271148418921254,0.225260499383218,0.264269841608454,0.249687631274989,0.345375703418357
11428,0.289568413131125,0.223449810265588,0.285932363119292,0.244603510876924,0.404287968262696
11429,0.296382266744554,0.253522822295351,0.305287418183362,0.243530752955072,0.383188073544429
11432,0.346032975626094,0.270867115442114,0.357606183951507,0.346024279255558,0.409634323855197
11433,0.375817627420105,0.33669644738465,0.408635933731101,0.276351888381851,0.481586240182817
11434,0.320961746651427,0.349840564551665,0.305014150770986,0.248401033927576,0.380591237355481
11435,0.348761473077234,0.278085517260007,0.360886260934269,0.327738104557546,0.428336009557114
11436,0.318802545906054,0.282044576150349,0.322910734411999,0.242500010100889,0.42775486296098
11691,0.379497305769341,0.346984685790911,0.413608123768008,0.297781884274383,0.45961452924406
11692,0.376407133519262,0.360665044049947,0.415054075927839,0.257108406489961,0.472801007609302
11693,0.323163562320957,0.316414562385252,0.344440763684239,0.253294664106876,0.378504259107461
11694,0.271890661387813,0.235771603946625,0.26480067104377,0.274508755725879,0.312481614834978
11697,0.197775269765376,0.181297942246808,0.209564480129227,0.207734997137996,0.192503659547472
